"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2175","Registration with correct email, username and password","LMS system","2026-07-15","passed","2026-07-15","Registration","Authentication","",""
"","2028","User login with wrong email or password","LMS system","2026-07-15","passed","2026-07-15","Authorization","Authentication","",""
"","1963","Check displaying dashboard page","LMS system","2026-07-15","passed","2026-07-15","Dashboard","Dashboard","",""
"","5051","Check update (edit) course page","LMS system","2026-07-15","passed","2026-07-15","Courses","Courses","",""
"","2659","Registration with correct email, username and password","LMS system","2026-07-15","passed","2026-07-15","Registration","Authentication","",""
"","3095","Check create course page","LMS system","2026-07-15","passed","2026-07-15","Courses","Courses","",""
"","1629","User login with wrong email or password","LMS system","2026-07-15","passed","2026-07-15","Authorization","Authentication","",""
"","2135","User login with wrong email or password","LMS system","2026-07-15","passed","2026-07-15","Authorization","Authentication","",""
"","1823","Check displaying of empty courses list ","LMS system","2026-07-15","passed","2026-07-15","Courses","Courses","",""
"","4520","User login with correct email and password","LMS system","2026-07-15","passed","2026-07-15","Authorization","Authentication","",""
"","2868","Registration with correct email, username and password","LMS system","2026-07-15","passed","2026-07-15","Registration","Authentication","",""
"","4313","Check update (edit) course page","LMS system","2026-07-15","passed","2026-07-15","Courses","Courses","",""
"","1666","Check displaying of empty courses list ","LMS system","2026-07-15","passed","2026-07-15","Courses","Courses","",""
"","2807","User login with correct email and password","LMS system","2026-07-15","passed","2026-07-15","Authorization","Authentication","",""
"","1578","Check displaying dashboard page","LMS system","2026-07-15","passed","2026-07-15","Dashboard","Dashboard","",""
"","2167","Check displaying dashboard page","LMS system","2026-07-15","passed","2026-07-15","Dashboard","Dashboard","",""
"","3915","User login with correct email and password","LMS system","2026-07-15","passed","2026-07-15","Authorization","Authentication","",""
"","1997","Registration with correct email, username and password","LMS system","2026-07-15","passed","2026-07-15","Registration","Authentication","",""
"","2914","Check create course page","LMS system","2026-07-15","passed","2026-07-15","Courses","Courses","",""
"","4272","User login with correct email and password","LMS system","2026-07-15","passed","2026-07-15","Authorization","Authentication","",""
"","2762","Check create course page","LMS system","2026-07-15","passed","2026-07-15","Courses","Courses","",""
"","2333","Registration with correct email, username and password","LMS system","2026-07-15","passed","2026-07-15","Registration","Authentication","",""
"","1769","User login with wrong email or password","LMS system","2026-07-15","passed","2026-07-15","Authorization","Authentication","",""
"","6336","User login with correct email and password","LMS system","2026-07-15","passed","2026-07-15","Authorization","Authentication","",""
"","2087","Registration with correct email, username and password","LMS system","2026-07-15","passed","2026-07-15","Registration","Authentication","",""
"","2150","Registration with correct email, username and password","LMS system","2026-07-15","passed","2026-07-15","Registration","Authentication","",""
"","2288","User login with wrong email or password","LMS system","2026-07-15","passed","2026-07-15","Authorization","Authentication","",""
"","4274","User login with correct email and password","LMS system","2026-07-15","passed","2026-07-15","Authorization","Authentication","",""
"","1543","Check displaying of empty courses list ","LMS system","2026-07-15","passed","2026-07-15","Courses","Courses","",""
"","1387","Navigation from login page to registration page","LMS system","2026-07-15","passed","2026-07-15","Authorization","Authentication","",""
"","3276","Check create course page","LMS system","2026-07-15","passed","2026-07-15","Courses","Courses","",""
"","2880","User login with correct email and password","LMS system","2026-07-15","passed","2026-07-15","Authorization","Authentication","",""
"","4124","User login with correct email and password","LMS system","2026-07-15","passed","2026-07-15","Authorization","Authentication","",""
"","1994","User login with wrong email or password","LMS system","2026-07-15","passed","2026-07-15","Authorization","Authentication","",""
"","2682","Registration with correct email, username and password","LMS system","2026-07-15","passed","2026-07-15","Registration","Authentication","",""
"","2791","Check create course page","LMS system","2026-07-15","passed","2026-07-15","Courses","Courses","",""
"","2275","Registration with correct email, username and password","LMS system","2026-07-15","passed","2026-07-15","Registration","Authentication","",""
"","1831","Navigation from login page to registration page","LMS system","2026-07-15","passed","2026-07-15","Authorization","Authentication","",""
"","3567","Check create course page","LMS system","2026-07-15","passed","2026-07-15","Courses","Courses","",""
"","1739","User login with wrong email or password","LMS system","2026-07-15","passed","2026-07-15","Authorization","Authentication","",""
"","2228","Navigation from login page to registration page","LMS system","2026-07-15","passed","2026-07-15","Authorization","Authentication","",""
"","1709","User login with wrong email or password","LMS system","2026-07-15","passed","2026-07-15","Authorization","Authentication","",""
"","12174","User login with correct email and password","LMS system","2026-07-15","passed","2026-07-15","Authorization","Authentication","",""
"","3793","Check update (edit) course page","LMS system","2026-07-15","passed","2026-07-15","Courses","Courses","",""
"","2175","User login with wrong email or password","LMS system","2026-07-15","passed","2026-07-15","Authorization","Authentication","",""
